"V1" "V2" "V3"
"1" -7.7825527869196 -0.720025385412212 1
"2" -8.68860144170256 -0.945905782707042 1
"3" -8.93525030437315 -0.142292607784662 1
"4" -7.89856893644713 0.606434343007358 1
"5" -4.95144129244973 2.6406744069818 1
"6" -7.03551212810952 -0.190957516086504 1
"7" -2.50773347972414 2.96873724035077 1
"8" -5.24464132873414 -0.0227566448975097 1
"9" -10.5545340362805 -2.71256598881276 1
"10" -8.5178153284903 0.739662544052042 1
"11" -4.49546304062513 -0.28720261235072 1
"12" -4.12625608908522 2.24507265057261 1
"13" -11.6262417362127 1.03312161473247 1
"14" -14.586806158259 -1.90686024634587 1
"15" -3.67747443683366 -0.218181017239533 1
"16" -10.853810329669 -2.29915442690532 1
"17" -8.3125995099117 0.87440189410087 1
"18" -8.5607755698872 -0.170687330143394 1
"19" -10.5310063106578 -1.24037349645816 1
"20" -6.27210710973622 -0.866700607812935 1
"21" -12.2837202285393 0.124689718910548 1
"22" -9.71176675851431 -0.763947743884019 1
"23" -2.94501897508721 3.0851532939379 1
"24" -5.02169871017633 0.106345002435526 1
"25" -9.22295911233046 2.88994468188293 1
"26" -3.57823865582767 1.77673226758939 1
"27" -5.53434144184712 1.1213858659847 1
"28" -5.9135907504295 -0.0905298838655491 1
"29" -3.89028448804665 -0.484605258406619 1
"30" -8.87479771131785 -1.4677512710662 1
"31" -9.81915151392254 0.30553267336462 1
"32" -8.90799760664636 0.245244554262717 1
"33" -2.56657198133987 2.3998089322667 1
"34" -12.2157531897588 -0.550024539255466 1
"35" -7.05645619329334 -1.70006132470921 1
"36" -1.841260106738 1.22112398259676 1
"37" -6.59566674290654 0.41442827269904 1
"38" -8.07219829348679 -0.567139129172554 1
"39" -3.17302198372583 1.25740854418863 1
"40" -5.23732684019103 -1.77822740444427 1
"41" -6.04981114432926 1.42658978336691 1
"42" -2.64592288108609 0.111901369278452 1
"43" -4.40511095795498 0.431816447703671 1
"44" -7.84913308053054 1.48981713021372 1
"45" -3.26718596621721 -0.733461393001435 1
"46" -14.6355971437319 -3.51577484370536 1
"47" 0.359874112199852 2.92154477163659 1
"48" -4.94691808297604 1.39287175295647 1
"49" -5.95287852919687 -0.970690364800018 1
"50" -2.60212405905738 2.23533987909865 1
"51" -9.46643874020442 1.91043570807352 1
"52" -9.11929252189225 -0.245717861407519 1
"53" -1.75728945363473 1.95374804665951 1
"54" -7.16276203822396 1.36632572846285 1
"55" -5.0745109651083 0.199767803787438 1
"56" -2.84931656550672 0.753693483159523 1
"57" -4.960072732544 0.634576775459282 1
"58" -2.86097091802397 0.265276004938703 1
"59" -8.3359476953339 1.69091261036441 1
"60" -7.66575723489118 1.23937329531174 1
"61" -3.24378237933393 0.201159166848839 1
"62" -6.88104836672819 -0.870723324439584 1
"63" -8.92034867789867 0.133608415919044 1
"64" -4.03034777176391 1.32629734893596 1
"65" -7.50509289161865 -0.854532695408006 1
"66" -7.67304552448184 -0.249176307743281 1
"67" -6.43677986003002 -0.276023330649292 1
"68" -6.33353341477352 -0.216854428154773 1
"69" -3.42895298995134 -1.14982728197725 1
"70" -5.3686686134475 0.550410141879547 1
"71" -6.4792481411168 1.05513076501762 1
"72" -5.99478731279032 -0.524150476263398 1
"73" -4.43534534234874 -0.319643286172743 1
"74" -5.92096673683314 0.255862812172439 1
"75" -13.7281036495971 -1.57667073837731 1
"76" -4.90508528049933 -1.44376511312012 1
"77" -6.15560894128687 2.02175844094322 1
"78" -12.0200478577427 -0.0744594927040756 1
"79" -6.30827897006903 -1.01006235974383 1
"80" -0.0846534648105921 0.919289348701324 1
"81" -9.73771883265381 1.24592715789254 1
"82" -2.82912660476286 0.254230056603794 1
"83" -12.3098555361139 -2.77038392762938 1
"84" -4.0676403292316 0.167907176377669 1
"85" -10.5637134438452 -0.116851028323342 1
"86" 14.9531807688913 14.3377819365428 2
"87" 16.355575800255 18.8304090460799 2
"88" 12.8565993445799 13.7280407471869 2
"89" 15.9985826015076 16.5614132214716 2
"90" 15.3339644145191 17.3995085871093 2
"91" 14.0183448166041 16.978540126256 2
"92" 15.5605500044145 19.867335958571 2
"93" 15.826428776321 15.2134922442728 2
"94" 15.9176574878272 14.2650983965414 2
"95" 13.2709585572077 8.33311113510087 2
"96" 14.8261593333616 15.4051308015315 2
"97" 14.9078133450051 13.9691887570514 2
"98" 15.0253808462453 10.8743756731332 2
"99" 17.960630597149 22.2448006429918 2
"100" 11.2069715717413 8.59361163610424 2
"101" 14.8638331735033 19.0344931282902 2
"102" 12.9164013958948 9.47071013762618 2
"103" 17.2758038099701 19.650619042293 2
"104" 15.0069074418133 16.6987321542334 2
"105" 15.370165022032 15.0765067784207 2
"106" 13.7758983028242 12.042954797656 2
"107" 14.9775032415019 11.8019829885205 2
"108" 13.3402935020785 9.95479046327365 2
"109" 15.4682931310907 20.2550730250004 2
"110" 15.0897939664708 16.0315554597582 2
"111" 15.1768664242719 14.1805980179798 2
"112" 13.6064249385429 10.8159520296746 2
"113" 15.9117857132022 17.1048415024445 2
"114" 15.232851817338 19.8417248781925 2
"115" 13.5723648610215 14.7864069604813 2
"116" 14.3042987055518 13.1275149120437 2
"117" 13.8591618748927 11.5459942159942 2
"118" 16.2969535700196 12.7365894737066 2
"119" 14.7434414876368 14.4859051446727 2
"120" 11.0035737470868 10.635563535535 2
"121" 15.0342435178168 13.600579335754 2
"122" 15.6564190714851 11.4905140080313 2
"123" 13.919141263178 13.6975229188569 2
"124" 15.2161732043769 17.6341419157561 2
"125" 14.3060894709495 11.7840634283754 2
"126" 15.9894967989883 18.8953806202048 2
"127" 15.6583136388177 15.2259337774963 2
"128" 16.3377039412753 21.3489896207004 2
"129" 16.5603533724782 16.2620208528074 2
"130" 16.2211995621606 16.7346401105917 2
"131" 13.9978062224977 13.5618458610209 2
"132" 16.2676654367945 17.8946559923155 2
"133" 14.1487562400945 11.4280899229207 2
"134" 14.7573492478654 16.9404300631665 2
"135" 17.2776691909533 19.1618353087704 2
"136" 11.7290528624062 7.87055857256449 2
"137" 16.020102034787 11.5675289751911 2
"138" 15.6459598290528 17.1316391644782 2
"139" 16.672495568816 17.497400987973 2
"140" 13.4172900789794 8.36824657016243 2
"141" 13.349701821261 9.85479008325919 2
"142" 11.9720752618788 8.53855029446323 2
"143" 18.7497515307626 22.2533429491415 2
"144" 15.0740588941167 15.7584360857155 2
"145" 14.1370283495581 13.1616317675319 2
"146" 17.4432235709686 14.1352211232502 2
"147" 15.5062018650789 15.8468826449142 2
"148" 15.6451896017192 16.121257807749 2
"149" 16.2488660370886 16.8231498701611 2
"150" 14.8860497959587 15.178356430111 2
"151" 14.3170134974458 10.6203759726652 2
"152" 14.9770323136447 15.7062599053203 2
"153" 15.468997427512 17.3762743429131 2
"154" 16.4724655423631 18.9805331916423 2
"155" 15.0608734772494 10.7005113533585 2
"156" 13.909472780301 15.5857053112102 2
"157" 17.2326009075704 22.5609714845881 2
"158" 15.648030414322 11.1443342592834 2
"159" 15.2414996358879 16.7850787264058 2
"160" 15.8729010248027 15.9375458427893 2
"161" 14.0520980020052 11.0742567698946 2
"162" 13.6617319352293 15.3260705475616 2
"163" 15.1785602697992 18.8118258601107 2
"164" 13.2391542343861 11.2763979956867 2
"165" 13.6654311328578 11.6979542938202 2
"166" 14.5141111805455 15.121853335681 2
"167" 14.2061037823165 14.14882213026 2
"168" 14.7106282074431 17.3749418591362 2
"169" 14.4947001984266 11.6089562878628 2
"170" 15.2740380323498 17.5993859762461 2
"171" 13.9072585320595 11.8440503892701 2
"172" 15.5434410624316 15.5044653418297 2
"173" 13.6775005276168 13.5063638333577 2
"174" 14.5635435545788 15.7016273573936 2
"175" 4.40791947240732 9.32256634071366 3
"176" 5.56048170542347 9.21158403737071 3
"177" 8.00710021130789 11.5258723546654 3
"178" 3.60740505864815 9.39978246314059 3
"179" 6.41637098650798 9.82986962612411 3
"180" 8.5061349841014 12.2403913889734 3
"181" 1.78035975641765 7.97593642702617 3
"182" 7.42635577776253 12.3696562398374 3
"183" 8.09763038168657 11.6025323935647 3
"184" 5.70656017913175 9.11831996996469 3
"185" 5.90855656482598 10.7749133021545 3
"186" 4.82003773559716 10.4559097536373 3
"187" 5.97838268352862 11.0456954700023 3
"188" 10.8253876414192 14.4187591421703 3
"189" 6.49163862512317 8.84501718786291 3
"190" 4.15463870614179 8.67022160311201 3
"191" 7.87415669891305 11.8168518727659 3
"192" 5.47954306490763 10.0638349270547 3
"193" 2.43974577240564 6.49166705338253 3
"194" 2.35263250798922 7.3269232903049 3
"195" 6.41897135321794 10.7878125620445 3
"196" 2.78698987147633 6.68051119698072 3
"197" 7.18506019972315 12.7153891360443 3
"198" 1.14513659494515 7.23086526824024 3
"199" 4.9268947446404 10.8114901079891 3
"200" 5.13873758910855 9.31600997156101 3
"201" 1.88406139616181 6.41775549016521 3
"202" 3.36075259457127 10.1382214560515 3
"203" 2.53908077862307 5.58093290491279 3
"204" 4.07196148270368 8.54444712129762 3
"205" 7.11204236826859 11.4289541084349 3
"206" 5.8745905684849 12.9036321564254 3
"207" 3.75110877826812 7.82510602944082 3
"208" 4.47304813433729 8.49434277810408 3
"209" 5.46553029698121 9.63316123273443 3
"210" 3.93087845836256 8.78933489391664 3
"211" 0.187863181706021 5.14932908693406 3
"212" 10.4878650479831 15.2137071217293 3
"213" 5.49160088032794 9.58687008616386 3
"214" 6.41091290217412 9.86969186397274 3
"215" 6.89543879603843 13.2628159318385 3
"216" 5.9602682048113 9.40717229047474 3
"217" 4.92489751940642 11.4098683754181 3
"218" 10.2586654493511 16.187398988527 3
"219" 7.81221954926552 11.1901237460819 3
"220" 3.93098965440973 8.9354511584176 3
"221" 2.44134173345333 7.22039735937306 3
"222" 3.84921011814556 8.69605199039892 3
"223" 5.4620959964477 10.8474895007632 3
"224" 5.82023760401671 9.30300755210792 3
"225" 5.00181340088968 11.5149645977422 3
"226" 7.82142973889481 14.6830899139884 3
"227" 2.91731019017439 7.78747877902897 3
"228" 0.000974328032899763 4.17594865960982 3
"229" 4.19331055057702 9.26362323746366 3
"230" 7.07342539363322 12.5706355337281 3
"231" 11.3113910496405 14.3897284529304 3
"232" 4.23004394968262 9.40831424293222 3
"233" 2.58546501003395 7.07427672393071 3
"234" 5.68973082185651 9.46866734233602 3
"235" 6.6403040527224 10.2037690589858 3
"236" 4.72342298845644 8.53257878108097 3
"237" 9.10157905464209 13.0556242754796 3
"238" 7.99205093538169 12.326434225862 3
"239" 0.122912873762728 6.10955941725608 3
"240" 1.55319924681198 5.71997968507742 3
"241" 5.71797215758274 10.4484493467723 3
"242" 5.86756332418063 9.63640893408148 3
"243" 6.94499386863766 12.9984191052758 3
"244" 7.63027252806268 10.1200415975448 3
"245" 5.45565553946615 11.0016807265967 3
"246" 10.373845049044 12.6150669120318 3
"247" 3.59505318150969 8.41598304515667 3
"248" -10.5791416887656 10.9278919825716 4
"249" -7.34717050610109 18.6953003872283 4
"250" -11.6769983443237 15.0191136220121 4
"251" -10.7496954993976 15.3580719444853 4
"252" -11.7180667874783 17.5248978552553 4
"253" -8.64093064588231 14.1194163982172 4
"254" -11.9194287528479 14.2544411012236 4
"255" -11.4210420092239 14.0347748491582 4
"256" -6.9558596082614 16.4326435325904 4
"257" -11.2796905765929 15.2639870787612 4
"258" -9.78663142641518 15.0114768707331 4
"259" -8.83325245345489 14.7758617878471 4
"260" -10.7741881706493 12.7450563482632 4
"261" -9.2105367025131 17.049215218294 4
"262" -10.4918797175169 14.617789324263 4
"263" -10.5268592335042 15.8219841692823 4
"264" -10.580080252505 16.5819012519733 4
"265" -8.44265185239248 16.2618809399497 4
"266" -13.0103351702964 13.1653867230151 4
"267" -8.17211900631584 14.2820226641239 4
"268" -10.5857604824924 15.0726008517207 4
"269" -10.3106792353064 15.2190070630575 4
"270" -8.87802643610335 16.0508277626442 4
"271" -10.6462618598622 15.1432889506733 4
"272" -4.94189334916185 18.2455020682621 4
"273" -10.4824132866107 13.6229292887663 4
"274" -9.3085777311268 17.0720035340665 4
"275" -8.52552969774314 17.1984045156354 4
"276" -9.53503195022347 12.1509362550973 4
"277" -11.6474257307646 14.8372698505138 4
"278" -9.28718581776469 17.1309709645897 4
"279" -12.3968295902655 16.9315599662322 4
"280" -10.8370916557553 14.8187588394992 4
"281" -9.14714112265372 14.8133183625 4
"282" -10.2432186817568 14.7939074447969 4
"283" -10.2944599341511 15.6115979966323 4
"284" -12.7615898707263 14.0394425026691 4
"285" -8.64378055791425 17.5253593959245 4
"286" -10.2362658347154 12.9528988525362 4
"287" -10.906148031047 14.6766401221813 4
"288" -8.94617246871915 14.5362840775946 4
"289" -8.40130277769132 16.3425962432153 4
"290" -11.4852064898102 9.60352559667911 4
"291" -9.70006492829106 14.6019109663482 4
"292" -11.2135115337538 13.8250894783639 4
"293" -9.85658404752631 11.6614520865216 4
"294" -9.42152538452205 15.621207942247 4
"295" -10.1116226236601 14.0143830417503 4
"296" -9.66650737371998 14.3717070675163 4
"297" -9.75309502428153 17.768048543136 4
"298" -9.26793206783771 18.42470966934 4
"299" -10.2139038363222 14.0886926090372 4
"300" -10.5783155503725 14.6105510768941 4
"301" -11.4181971864176 13.5759872287084 4
"302" -8.67040859349015 16.6598669268208 4
"303" -7.9927798180535 16.9697736867554 4
"304" -7.77387143913342 15.4230832723653 4
"305" -9.31494632586645 15.4290676300823 4
"306" -8.93409694579492 13.6594480901417 4
"307" -11.3351093283844 14.6486873998124 4
"308" -10.4126180335248 12.4960905133636 4
"309" -9.15731447126922 15.9518996606488 4
"310" -10.2057754957117 15.4313727348863 4
"311" -10.4972171733189 14.6139647782292 4
"312" -8.39143032607925 14.8295854250882 4
"313" -10.4178993954382 14.2212949526199 4
"314" -10.0326139637833 16.206319563643 4
"315" -11.4676598326094 16.6788443265211 4
"316" -9.50125327530677 15.6181234043496 4
"317" -12.0289645369787 13.1828798737599 4
"318" -7.97108699633483 16.3644628968588 4
"319" -11.1913088425471 14.3881751086931 4
"320" -9.6532971162526 16.8913373912479 4
"321" -9.23505972646465 15.3287935533546 4
"322" -9.56287201886945 14.9098438294015 4
"323" -13.0332272593604 14.4978393071937 4
"324" -10.4763860952274 14.1824537477154 4
"325" -9.72116855329624 17.0022138093839 4
"326" 5.29211468188308 15.6722915692483 5
"327" -9.77622740711154 -1.19039013120474 5
"328" 2.5919913036728 19.2299122466047 5
"329" 7.86086144528337 17.7981527667027 5
"330" 14.8727397659857 5.4369140447534 5
"331" 6.04698994937202 20.5407624348978 5
"332" 16.3864509916627 22.1056891373033 5
"333" -5.13994867951124 9.54050904084088 5
"334" -13.9590851929631 6.20039306436038 5
"335" -12.0517498039728 11.9179550957699 5
"336" -4.4713001614399 11.9820056703098 5
"337" -10.6296495432085 20.3964139345003 5
"338" 11.0573663046255 2.71738196885387 5
"339" 13.3838799591458 6.39975731272016 5
"340" -2.63519416493109 7.69588554472097 5
"341" 3.71975628516039 7.28148401483229 5
"342" -4.03723542270492 11.5168018499638 5
"343" -4.51444794003191 19.9302455039805 5
"344" -12.1777509636076 8.65683404790769 5
"345" 5.65600095561276 11.1124899788058 5
"346" -3.42141025069138 22.0486223693215 5
"347" -2.71779186433577 10.1462847338888 5
"348" 15.6480098824158 5.98912395297546 5
"349" 16.8637235408898 5.64625366864632 5
"350" -1.13183004315869 8.89215996970823 5
"351" -11.1957104153915 16.8239990139818 5
"352" -4.45875815819021 20.3570346391267 5
"353" 15.9955758898367 0.283690736672395 5
"354" 15.0759209151033 20.3577897898076 5
"355" -12.5097513981271 15.7084025764578 5
"356" -4.41745938233262 2.37574445312105 5
"357" -13.2942012650112 0.373365257979568 5
"358" 16.8414257359036 16.7581408123366 5
"359" 3.12848194496095 9.09861263597899 5
"360" -0.587940647017183 5.17162705506872 5
"361" -11.1289209816224 -0.150300456007039 5
"362" 6.41412367450765 7.24094781382549 5
"363" -5.91064696604075 1.3720636876655 5
"364" 9.65894453591194 0.791105681106196 5
"365" -14.3589627323239 7.64829086420022 5
"366" -3.50490220231924 20.313889231836 5
"367" -1.11206778726396 -1.10095726030118 5
"368" 11.0302322277805 6.00398053794665 5
"369" -3.56973953830126 6.04503856321014 5
"370" -5.62284864999445 17.5472926540091 5
"371" 6.61015401614346 10.365927149242 5
"372" -9.6954137970141 16.2362443780783 5
"373" 1.89865370085768 16.7269390890222 5
"374" 13.9815874368485 5.33985275978556 5
"375" 11.3257047940324 -1.89699344578189 5
"376" 15.4946810249855 12.1451317992557 5
"377" -10.5227245828187 22.5200413608196 5
"378" -13.6395158235501 9.59548735821751 5
"379" 15.7599584626971 21.444809301825 5
"380" -4.30366016695911 10.5414085164621 5
"381" -6.6357790970818 -1.58352052411028 5
"382" 6.25251050813583 0.82270957223251 5
"383" 0.810346794198471 12.254985346594 5
"384" 4.68124010118378 11.9744919826601 5
"385" -1.75229541754378 8.42709374091636 5
"386" -14.6039449415569 -2.19533503044806 5
"387" 18.2733059028874 11.6603546726473 5
"388" 9.41494146150595 4.53619131740269 5
"389" -13.2959750005063 20.5121336955034 5
"390" 14.8217103344743 12.0448292259314 5
"391" 0.906993163071142 10.9407753974356 5
"392" 14.9993259237783 0.197441110913844 5
"393" 8.72955025402851 15.743709557688 5
"394" 18.0008094950976 12.0066626451032 5
"395" 7.29442408921448 1.35385864082653 5
"396" 5.09949840096922 -3.48118184861909 5
"397" 0.618757771573215 -1.21171565637701 5
"398" 17.893087252309 8.11282287687406 5
"399" 2.81270678907436 2.92866983499612 5
"400" 11.3762141719057 -2.69719712777267 5
"401" 2.93713999134333 22.1997558054204 5
"402" 7.16450105012973 4.19585360531823 5
"403" 4.21246636048186 16.4196975311015 5
"404" 1.59490521287395 18.8746685096044 5
"405" -4.88980706931315 21.8430272064993 5
"406" -9.35944876190993 20.0390141896967 5
"407" 8.71425037455952 17.2093568137287 5
"408" -7.67603886654922 16.1228462908897 5
"409" -5.22093832773408 19.9529832824161 5
"410" 0.473123110205762 13.0221877228571 5
"411" -13.729557066596 12.1984668623161 5
"412" 7.54422222024601 9.7634206429351 5
"413" -0.592601362684663 -3.17299949281284 5
